rid,rTitle,rText 
car_2825,A sweet year,"Can it be a whole year has past since I 
traded my much loved M3 for the Z8?  I 
still miss the M3 - it was greatly 
loved, but what a replacement.  I've 
found myself in the garage sitting on 
the workbench just staring at the car.  
I couldn't begin to list all the 
comments I've received on the car.  
Then there is the driving experience, 
but frankly, that is to be expected - 
it is the BMW flagship."
car_2826,Two years waiting for this car,"Two years ago I was driving a 07 PRHT Miata.  Test drove a Z4 auto; loved it but couldn't afford it. This spring I traded my Miata Roadster for a 03 Z4 with auto transmission. My wife and I took it on a 4600 mile spring road trip to the northwest all in 10 days. Loved every turn, downshift, and gas stop.  I auto crossed it during the summer months with great pleasure. My brother in law came to town in his pick-up and we found a 05 Z4 for him to take home. Wife and great grand kids were out riding on the week-end in her Mercedes Benz and just stopped to see if the 330ci was the same size has hers. Saw the Z4, could not believe the mileage! Of course I really wanted a 6spd."
car_2827,Awesome Car,"I bought this car because I loved the styling and two years later, I still get excited every time I drive it.   I still get stopped by people asking me questions about it frequently.  I picked this instead of the Porsche Cayman and I've never regretted it."
car_2828,"Sexy, Sleek and Fun to Drive!","When I went to the BMW dealer, I saw this car and fell in love. After the test drive it was an obsession. It handles like it is on rails, it thrills at every turn. It is one hot car and I consistently get 25.5 miles per gallon hwy and city. It is a headturner and it backs up its looks. It is like a motorcycle with a cage around it. It is that ultimate driving experience every time you step into it. It looks as if it chiseled in marble. To me a work of art. Me and this car were made for each other. I recommend it. Great sports car."
car_2829,From a Z-3 To a Z-4,"Well i went from a z-3 to a z-4 miss the curves and the shark gills on the side, but love the power cornering one touch roof and better sound system then the z3.Cup holders in a great spot,not in way of stick shift. Larger trunk,can fit golf clubs and small cooler in this one. They also put a glass window in this one instead of the ole plastic one. Great lighting one the front light up the road also. Owned a 2003 Boxster also at one time and this is less of a money out of pocket kind of car also."
car_2830,My Toy,"I finally bought a 3rd car for our family.  I have always wanted a convertible sports car.  After a lot of test driving and research, we decided to purchase a used 2006 with 8,000 miles on it from the certified lot at our local BMW store.  We have absolutely no regrets!!  I had my heart set on a Porsche Boxster, but after test driving the Z4 I was sold.  We have had it for over a year and it still puts a smile on my face every time I get in.  Strong acceleration, handling, and comfort.  I even drove it 487 miles in one day with the top down and loved every minute of it!!"
car_2831,Zed 4 3.0i,"I bought this car after test driving SLKs, Miatas, Z300s, Boxsters and S2000s.  The Zed 4 3.0i, although not the highest performing Zed 4, seems to be more refined than the other cars I tested.  The handling is crisp and throttle response is quick.  The 3.0i is not particularly quick for this class, but does provide a 0-60 mph time under six seconds.  It is a good highway cruiser but a bit bumpy on the backroads.  However, I never lost any confidence in handling while on bumpy roads.  I'm averaging 24 miles per gallon, driving in both highway and city.  The body style is a real head turner and the interior seems to fit the body style."
car_2832,Quality with Flaws,"Interior build quality is disappointing due to use of cheap plastics.  Been back to the dealer 4 time because of annoying squeaks and rattles but dealer cannot fix.  The high performance driving experience is marred by these constant squeaks and rattles, even happening at low speeds.  Ride is extremely harsh.  On anything other than perfect roads you can feel everything  down to the road paint.  The car is easily pulled from side to side by uneven roads.  Tire noise is high.  Of course this kind of handling is to be expected for this type of car.  Otherwise, the car has exceptional performance."
car_2833,Z4 truly a great car,"I have always been a corvette lover, but the Z4 took my heart away.  Incredible handling, acceleration.  The sport package in my opinion is a must to truly appeciate the driving experience of a Z4."
car_2834,A Year Later--Still WOW,"Ok, my first review was Feb 2007 and at that time I was wowed by this car.  A year later, living in Germany, this car absolutely rocks.  On the autobahn this ragtop can cruise as fast as the others (135mph our top speed so far).  But we prefer to take the top down on a sunny day and slow- drive in the right lane as everyone looks.  It is that hot.  We knew we were coming to europe when we purchased but I can truly say that the Z4 was designed with the autobahn in mind and is super cool to drive.  Its handling is absolutely on point.  It is truly the ""roadster"" it is purported to be.  Hands down, she wins!"
car_2835,As good as it gets for under $50k,"The new 3.0 engine in the si model is incredible. Massive amounts of smooth power, beautiful sound when pushed hard, and a hard to believe 25+ mpg when driven hard. What truly makes the Z4 3.0si great is how well everything works together. The 6-speed manual tranny is perfectly matched to the engines power curve, the brakes have a perfect feel and no fade, the handling with the sport package is race car like."
car_2836,Aw Yeah,"Sold the Cooper S and amped up from 194 hp to 255 on this 3.0si and we definitely appreciate the increased horsepower.  Initially test drove the 3.0 and were quite dissatisfied.  Same engine in the 3.0si as in the 07 335si and it shows.  Sports and Premium pkgs make this car all muscle and well worth going into a ""Roadster"" as opposed to a ""Sedan"" with muscle.  The one touch automatic ragtop is absolutely great because it truly is engineered right--tucks in snug and perfect.  What else would we expect from Bavaria?  Exterior is solid and didn't change in 2007 - so pricewise we scooped up a waiting 2006.  Great move.  Very glad we did."
car_2837,Nothing more fun to drive,"This car is amazing in terms of overall styling and quality.  This model looks like BMW designed the coupe first and then sliced the top off to make the convertible.  There aren't many of the coupes around so if you like to have an unusual car that performs well, this is it.  I've had mine for 7 months and have never seen another one on the road."
